招标单位,年份,地区,新老客户,服装类型,单位,中标情况,报价,成本,限价,评标方法
国网江苏省电力有限公司,2023,江苏,老,工作服8,江苏卡思迪莱服饰有限公司,0,577.176767,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,依文服饰股份有限公司,0,577.294912,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,江苏阳光集团有限公司,0,577.689561,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,苏州狮王御尊服饰有限公司,0,577.942699,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,湖南省韶峰服饰有限公司,0,578.267758,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,江苏扬子江制衣有限公司,0,579.885742,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,大杨集团有限责任公司,0,581.162897,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,江苏锦禾服饰有限公司,0,585.083151,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,江苏鹿港科技有限公司,0,605.153985,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服8,上海龙头（集团）股份有限公司,0,614.266352,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,深圳市三木服饰有限公司,0,13434600,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,洛兹服饰科技有限公司,0,19490700,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,江苏红豆实业股份有限公司,0,10493541.6,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,海澜之家集团股份有限公司,0,16364580,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,山东耶莉娅服装集团有限公司,0,12726941.4,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,青岛酷特智能股份有限公司,0,23048700,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,北京红都集团有限公司,0,14696100,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,际华三五零二职业装有限公司,0,10500150.6,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,上海爱威而服饰有限公司,0,9057399.6,,,以不含税的最低报价作为基准价，价格分35
上海吉祥航空股份有限公司,2023,上海,新,衬衣，连衣裙,华泽丰恒（辽宁）实业有限公司,1,21021300,,,以不含税的最低报价作为基准价，价格分35
深圳航空有限责任公司,2023,深圳,,女衬衣，连衣裙,海澜之家集团股份有限公司,,6856500,,7440000,"得分= 基准价/报价*权重
基准价=最低有效报价
有效报价为报价表中点对点快递到家不含税总价总计金额"
新华教育集团 ,2023,安徽,,工作服,海澜之家集团股份有限公司,,1512000,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,兰州三毛纺织服饰有限公司,,55%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,山东南山智尚科技股份有限公司,,58%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,山东耶莉娅服装集团有限公司,,46%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,报喜鸟控股股份有限公司,,39%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,杉杉品牌运营股份有限公司,,45%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,江苏虎豹集团有限公司,,47%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,浙江乔顿服饰股份有限公司,,45%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,海澜之家集团股份有限公司,,55%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,深圳歌力思服饰有限公司,,53%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,福建柒牌时装科技股份有限公司,,53%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,女西服,罗蒙集团股份有限公司,,55%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,兰州三毛纺织服饰有限公司,,63%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,山东南山智尚科技股份有限公司,,60%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,山东耶莉娅服装集团有限公司,,50%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,报喜鸟控股股份有限公司,,48%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,杉杉品牌运营股份有限公司,,59%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,江苏虎豹集团有限公司,,50%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,浙江乔顿服饰股份有限公司,,50%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,海澜之家集团股份有限公司,,57%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,深圳歌力思服饰有限公司,,55%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,福建柒牌时装科技股份有限公司,,60%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,罗蒙集团股份有限公司,,55%,,,
中国移动通信集团甘肃有限公司,2023,甘肃,,男西服,鲁泰纺织股份有限公司,,63%,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,湖北盛世景桓服饰有限公司,,408200,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,海澜之家集团股份有限公司,,494000,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,浙江德翔特种织物服饰有限公司,,327600,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,江苏红豆实业股份有限公司,,473200,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,中祎防护科技有限公司,,348400,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,淮安安戈尔服饰有限公司,,384800,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,江苏新成源服饰科技有限公司,,468000,,,
江苏高速公路能源发展有限公司,2023,江苏,新,,山东云森服装有限公司,,395200,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,浙江乔顿服饰股份有限公司,,13868,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,才子服饰股份有限公司,,12647,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,上海宝鸟服饰有限公司,,12722.99,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,福建七匹狼实业股份有限公司,,13098,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,江苏虎豹集团有限公司,,12505,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,洛兹服饰科技有限公司,,13100,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,宁波培罗成集团有限公司,,12849,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,深圳市赢领智尚服饰科技有限公司,,13614,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,青岛酷特智能股份有限公司,,12361,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,山东希努尔服装有限公司,,13273,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,山东南山智尚科技股份有限公司,,12639,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,浙江乔治白服饰股份有限公司,,12739.82,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,广东浪登服装有限公司,,13098,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,法派服饰股份有限公司,,12791,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,宁波博洋服饰集团有限公司,,13377,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,宁波雅戈尔服饰有限公司,,13408,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,山东耶莉娅服装集团有限公司,,12500,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,海澜之家集团股份有限公司,,12384,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,江苏澳洋纺织实业有限公司,,12806,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,依文服饰股份有限公司,,13843,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,北京铜牛集团有限公司,,14440,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,北京红都集团有限公司,,13823,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,浙江步森服饰股份有限公司,,12773,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,罗蒙集团股份有限公司,,12167,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,江苏红豆实业股份有限公司,,12348,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,江苏鹿港科技有限公司,,12910,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,安徽易腾服装科技有限公司,,12864,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,山东淏博服饰有限公司,,14588,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,际华三五零二职业装有限公司,,13842,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,上海开开实业股份有限公司,,12684,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,大杨集团有限责任公司,,12642,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,路易诗兰集团有限公司,,12205,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,杉杉品牌运营股份有限公司,,14076,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,深圳市宇泉服饰集团有限公司,,12456,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,九牧王股份有限公司,,13397,,,
中国农业银行股份有限公司安徽省分行,2023,安徽,老,,内蒙古鄂尔多斯资源股份有限公司,,14014.95,,,
中国大唐集团有限公司,2023,北京,,包2,江苏虎豹集团有限公司,,28724700,27661552,,
中国大唐集团有限公司,2023,北京,,包2,江苏阳光集团有限公司,,29299700,27661552,,
中国大唐集团有限公司,2023,北京,,包2,优普泰（深圳）科技有限公司,,31209200,27661552,,
中国大唐集团有限公司,2023,北京,,包2,邦威防护科技股份有限公司,,31244400,27661552,,
